Series_reference,Period,Value,Unit,Series_name,Group,RBNZ_seriesID
SNEQ.SG15ALE00000AFL0000S500N,2013.06,128,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2013.06,130717,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2013.06,209755,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2013.06,171,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2013.06,521643,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2013.06,425,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2013.06,1096902,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2013.06,893,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2013.06,575259,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2013.06,468,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2013.09,1653700,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2013.09,1757000,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2013.09,124588,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2013.09,10181,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2013.09,1693,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2013.09,11874,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2013.09,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2013.09,55206,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2013.09,32351,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2013.09,2562,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2013.09,420,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2013.09,2982,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2013.09,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2013.09,749804,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2013.09,602,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2013.09,402126,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2013.09,323,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2013.09,158908,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2013.09,128,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2013.09,132483,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2013.09,212247,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2013.09,170,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2013.09,534609,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2013.09,429,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2013.09,1125505,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2013.09,903,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2013.09,590896,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2013.09,474,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2013.12,1658500,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2013.12,1761400,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2013.12,128868,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2013.12,10237,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2013.12,1700,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2013.12,11937,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2013.12,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2013.12,62479,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2013.12,35669,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2013.12,2592,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2013.12,436,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2013.12,3028,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2013.12,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2013.12,750565,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2013.12,582,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2013.12,407857,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2013.12,317,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2013.12,161081,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2013.12,125,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2013.12,134219,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2013.12,215117,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2013.12,167,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2013.12,542076,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2013.12,421,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2013.12,1131560,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2013.12,878,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2013.12,589484,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2013.12,457,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2014.03,1664400,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2014.03,1766000,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB01GE00ANA0000S900,2014.03,232922,NZDm,Expenditure GDP (annual),Nominal Gross Domestic Product (GDP),NATE.Y.E0Y.na
SNEA.SG15AB01GP00ANA0000S900,2014.03,232922,NZDm,Production GDP (annual),Nominal Gross Domestic Product (GDP),NATA.Y.G0.na
SNEA.SG15AB06NR00ANA0000S500,2014.03,130632,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2014.03,10335,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2014.03,1720,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2014.03,12055,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2014.03,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2014.03,60271,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2014.03,33419,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2014.03,2634,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2014.03,442,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2014.03,3076,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2014.03,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2014.03,773590,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2014.03,592,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2014.03,411894,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2014.03,315,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2014.03,163473,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2014.03,125,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2014.03,135791,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2014.03,218301,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2014.03,167,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2014.03,547685,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2014.03,419,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2014.03,1157802,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2014.03,886,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2014.03,610117,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2014.03,467,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2014.06,1670600,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2014.06,1771100,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2014.06,134089,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2014.06,10551,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2014.06,1750,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2014.06,12301,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2014.06,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2014.06,59172,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2014.06,32650,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2014.06,2762,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2014.06,452,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2014.06,3214,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2014.06,10,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2014.06,783801,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2014.06,585,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2014.06,421274,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2014.06,314,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2014.06,165269,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2014.06,123,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2014.06,137463,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2014.06,220765,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2014.06,165,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2014.06,558736,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2014.06,417,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2014.06,1177269,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2014.06,878,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2014.06,618532,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2014.06,461,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2014.09,1677500,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2014.09,1775700,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2014.09,134691,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2014.09,10869,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2014.09,1794,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2014.09,12663,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2014.09,9,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
